target_stock,week_t,week_pred,forecast,intercept,lambda,n_active
10138,2018-02-05,2018-02-12,0.011409745636206434,0.011409745636206434,0.020657113590138013,0
10138,2018-02-12,2018-02-19,0.011329052792303073,0.011329052792303073,0.019934397720304364,0
10138,2018-02-19,2018-02-26,0.010566205185241716,0.010566205185241716,0.020519424891039837,0
10138,2018-02-26,2018-03-05,0.012762605949649782,0.012762605949649782,0.02185125204482791,0
10138,2018-03-05,2018-03-12,0.012574427740074338,0.012574427740074338,0.021313948962222797,0
10138,2018-03-12,2018-03-19,0.008784610793381368,0.008784610793381368,0.027128809966301896,0
10138,2018-03-19,2018-03-26,0.009691073781899158,0.009691073781899158,0.027361069026554906,0
10138,2018-03-26,2018-04-02,0.008116721602215066,0.018781484203467754,0.01462464301828063,7
10138,2018-04-02,2018-04-09,0.009021117330814163,0.009021117330814163,0.025647174554477136,0
10138,2018-04-09,2018-04-16,0.00865990218496902,0.00865990218496902,0.02478571126601729,0
10138,2018-04-16,2018-04-23,0.008852497164842425,0.008852497164842425,0.023387220759700147,0
10138,2018-04-23,2018-04-30,0.007859743327755287,0.007859743327755287,0.023490907718649496,0
10138,2018-04-30,2018-05-07,0.008550141631699771,0.008550141631699771,0.023310996207070136,0
10138,2018-05-07,2018-05-14,0.00854429618936482,0.00854429618936482,0.023444827815495565,0
10138,2018-05-14,2018-05-21,0.009753804958099615,0.009753804958099615,0.022646583825602695,0
10138,2018-05-21,2018-05-28,0.009961961888165631,0.009961961888165631,0.02125845345903177,0
10138,2018-05-28,2018-06-04,0.01114980508434171,0.01114980508434171,0.02146416731637231,0
10138,2018-06-04,2018-06-11,0.010136643228836346,0.010136643228836346,0.021532461715353654,0
10138,2018-06-11,2018-06-18,0.009024962988361826,0.009024962988361826,0.021803711781795753,0
10138,2018-06-18,2018-06-25,0.005480186793000712,0.005480186793000712,0.023062625236449773,0
10138,2018-06-25,2018-07-02,0.005323739116135703,0.005323739116135703,0.023112443311727227,0
10138,2018-07-02,2018-07-09,0.006272438659069697,0.006272438659069697,0.022698872089992866,0
10138,2018-07-09,2018-07-16,0.0055808359045210944,0.0055808359045210944,0.02256555566294578,0
10138,2018-07-16,2018-07-23,0.005442638249705157,0.005442638249705157,0.022953478179852077,0
10138,2018-07-23,2018-07-30,0.0042610395841163155,0.0042610395841163155,0.022944386506076612,0
10138,2018-07-30,2018-08-06,0.0016630518109625172,0.0016630518109625172,0.02188183617571451,0
10138,2018-08-06,2018-08-13,6.496896483515159e-4,6.496896483515159e-4,0.021514238899898428,0
10138,2018-08-13,2018-08-20,-1.579317960330312e-4,-1.579317960330312e-4,0.021255517930290548,0
10138,2018-08-20,2018-08-27,0.0027864664323019126,0.0027864664323019126,0.020552367442070823,0
10138,2018-08-27,2018-09-03,0.0024050006588407216,0.0024050006588407216,0.022969737656503363,0
